"ndvi","evi","doy","site","veg"
0.524626612663269,0.18986177444458,221.472152777778,"FP5","fp"
0.448556631803513,0.142541274428368,221.472152777778,"FP6","fp"
0.537558674812317,0.202136114239693,221.472152777778,"FP7","fp"
0.525608003139496,0.199782490730286,221.472152777778,"FP8","fp"
0.579383909702301,0.225465103983879,221.472152777778,"FP9","fp"
0.577136218547821,0.224386587738991,221.472152777778,"FP10","fp"
0.605633795261383,0.250258654356003,223.467418981481,"ForestShrub2","fs"
0.657761216163635,0.276718646287918,223.467418981481,"ForestShrub1","fs"
0.630301058292389,0.265020549297333,223.467418981481,"Shrub1","s"
0.573859751224518,0.224315479397774,223.467418981481,"Shrub2","s"
0.55480831861496,0.215163126587868,223.467418981481,"Shrub3","s"
0.637763619422913,0.26543864607811,223.467418981481,"Shrub4","s"
0.65153044462204,0.273928046226501,223.467418981481,"Shrub5","s"
0.608367621898651,0.243868917226791,223.467418981481,"Shrub6","s"
